Feature,Importance,Variance
Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_mean,0.24816,0.0732521020800405
Magmap2019-grid-tmi_rtp_05vd-AWAGS_MAG_2019_median,0.09986,0.022259738412610544
Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_std,0.09852,0.025566980970316698
Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_mean,0.07507,0.01238646490400991
Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_mean,0.06974,0.011554578561253805
Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_std,0.06142,0.01262182043411882
Magmap2019-grid-tmi_rtp_enhancement-PGravTHD-AWAGS_MAG_2019_min,0.05198,0.010337248373903903
AlOH_Group_Composition_min,0.03828,0.0060796480855846505
Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_std,0.03614,0.0028322681560609977
Gravmap2019-grid-grv_cscba_1vd-IncludesAirborne_max,0.03295,0.0038171928251419353
Gravmap2016-grid-grv_cscba_mean,0.03009,0.005444592871509552
Gravmap2016-grid-grv_cscba_std,0.02473,0.0037373692524656993
Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_min,0.0242,0.0014774155312427483
Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_max,0.02356,0.0012781668314953193
AlOH_Group_Composition_median,0.01469,0.007903946227058891
AlOH_Group_Composition_mean,0.01424,0.0014136933196598983
Gravmap2019-grid-grv_cscba_1vd-IncludesAirborne_std,0.01381,0.0006600061633127857
AlOH_Group_Composition_max,0.01241,0.0013435140697073333
Gravmap2019-grid-grv_cscba_1vd_mean,0.01165,0.00539602776009435
Gravmap2019-grid-grv_cscba_tilt_max,0.01101,0.0009777392919275932
Gravmap2019-grid-grv_fa_std,0.00748,0.0020946162304925826
