X,Y,label,sample_weight
141.349617441871,-32.235990288935305,0,0.5
152.8999874122169,-30.171831658300924,0,0.5
142.82770111385722,-32.440044863649526,0,0.5
141.83614620167353,-30.81533681181294,0,0.5
142.35303739503556,-33.79788723970125,0,0.5
144.15319610678497,-30.2686067971482,0,0.5
147.13659827792154,-32.57996403431038,0,0.5
142.46078548735383,-32.86589350026836,0,0.5
149.4394233981667,-30.092936440049087,0,0.5
145.3983816295784,-34.71333246088283,0,0.5
141.08290626667548,-29.73748334582961,0,0.5
148.87635806573516,-33.94646821047641,0,0.5
145.570839516838,-35.03610046681834,0,0.5
148.9659499360865,-30.509523782379585,0,0.5
144.17274784672048,-29.1243593781122,0,0.5
145.23108468001658,-29.060062191019387,0,0.5
146.82825716853833,-30.204576713684958,0,0.5
141.11030659030416,-31.850559759925915,0,0.5
143.9281248244096,-32.372144394060896,0,0.5
149.64063722057213,-32.313711552967376,0,0.5
151.06516576541313,-31.734985369476263,0,0.5
147.34609430749805,-29.646086578166557,0,0.5
141.71126605573903,-30.5901941499394,0,0.5
151.96111058427758,-30.19876928740996,0,0.5
149.44964418300316,-35.95442953134895,0,0.5
142.7093502972213,-32.772379519461055,0,0.5
147.25751253285384,-31.621903934127197,0,0.5
145.09729657864435,-34.56515838856365,0,0.5
145.93471213222975,-32.155561827720135,0,0.5
141.39895925519446,-30.71583288957303,0,0.5
143.70982201762058,-29.87725896995677,0,0.5
148.83892839315567,-36.94498061884812,0,0.5
147.30119762679183,-32.68615542215734,0,0.5
150.9797778414512,-29.77762311021396,0,0.5
144.4695289610697,-30.132875194070593,0,0.5
143.20566269528263,-30.54340875800138,0,0.5
147.42529328118064,-32.64557153837541,0,0.5
142.02159234460555,-29.61874065604046,0,0.5
144.47136690151493,-34.09735525621109,0,0.5
149.67070335503877,-31.386688282702533,0,0.5
148.20679430906512,-35.67333459731388,0,0.5
148.55006057540194,-33.53354555806884,0,0.5
145.49388826233658,-32.13731509347548,0,0.5
141.1381607142365,-33.977604342980705,0,0.5
148.06279358086067,-34.947313059603246,0,0.5
148.869571585117,-34.28674043131759,0,0.5
144.08913777295152,-35.057479674140545,0,0.5
146.8265671203576,-32.39909214494402,0,0.5
144.54296235356213,-29.683101965970472,0,0.5
141.21349674357504,-30.73016531246006,0,0.5
151.56122845968525,-29.440241567340394,0,0.5
144.82921901207735,-29.874630452456387,0,0.5
146.77797730385424,-32.4893422110154,0,0.5
151.4489153274741,-32.31720427212174,0,0.5
141.90695448996019,-29.31227505314126,0,0.5
147.69193991552956,-35.563548183083675,0,0.5
147.66786890605619,-35.871999137328764,0,0.5
150.4314011146418,-34.48225455529054,0,0.5
153.1541941006778,-29.503108127492695,0,0.5
143.78312331597238,-33.758726310468795,0,0.5
141.48533044954118,-31.77904482151767,0,0.5
141.81072308679578,-33.022650445999254,0,0.5
141.45818576347943,-33.80058930429573,0,0.5
150.92938790870167,-32.39230846089116,0,0.5
150.63724830259977,-30.430561192023916,0,0.5
141.1388800276088,-31.013930614132153,0,0.5
152.61190992808477,-31.38839626099431,0,0.5
143.12443511927572,-30.938720830121873,0,0.5
143.915779591015,-31.522633915256698,0,0.5
152.88657225769668,-30.24872601581999,0,0.5
145.47038248344532,-31.08590046385696,0,0.5
150.2380300456623,-29.253202775770525,0,0.5
147.45089964825138,-35.722284565377244,0,0.5
146.60447398136125,-35.73352912019965,0,0.5
146.20335624313887,-30.29732352363006,0,0.5
147.0955822280449,-32.80939581184489,0,0.5
141.5944042849368,-34.11902222396613,0,0.5
146.6164703764387,-35.08335043958075,0,0.5
143.66798670216696,-29.214264858116017,0,0.5
143.6762400100357,-32.20212541894355,0,0.5
148.21365497391437,-30.865710716055926,0,0.5
150.596364327206,-28.721466835982575,0,0.5
147.9905337217064,-31.670781402190975,0,0.5
150.88333394156768,-31.47007504533741,0,0.5
146.15932624092105,-35.05630825208728,0,0.5
148.90141119662107,-35.97348190194522,0,0.5
145.23525540311667,-35.10458991704866,0,0.5
149.31401426442966,-31.663547767894563,0,0.5
142.59765121291412,-31.546697286102756,0,0.5
147.47063669742954,-35.29100399368559,0,0.5
149.67849896605856,-33.664607324393124,0,0.5
146.86263909694398,-32.06873493747016,0,0.5
149.75603397332569,-32.328749254933456,0,0.5
141.88546013738988,-33.221090247964675,0,0.5
147.7055713903348,-30.219155799662605,0,0.5
151.0707969915684,-30.13470950139008,0,0.5
149.83824266242422,-30.21560180147435,0,0.5
146.60892286724686,-35.695046254890975,0,0.5
151.39830622360452,-31.677537682015803,0,0.5
142.73563438230528,-33.22792775624115,0,0.5
141.97275287977914,-32.96265486931567,0,0.5
147.51499899049665,-35.45208032617919,0,0.5
148.07324895207975,-33.27389001393125,0,0.5
148.57636392744266,-32.02365799846774,0,0.5
146.4562471634771,-35.39299418319873,0,0.5
149.7071845820366,-32.76198671285838,0,0.5
143.1959228763405,-33.7075584476066,0,0.5
141.17629893172727,-31.47233934104068,0,0.5
148.55370545215536,-33.746130718337945,0,0.5
143.91587031037278,-29.47752631210284,0,0.5
145.82016327513588,-34.192237114050535,0,0.5
145.24553725411306,-29.351876006895935,0,0.5
150.099215511998,-33.57361670013488,0,0.5
152.47308222757272,-32.08232892167908,0,0.5
151.2159447651453,-29.685983466940304,0,0.5
145.18114325985485,-31.05408872938039,0,0.5
149.50370477404402,-34.88037910963767,0,0.5
144.81541183951418,-30.94107467844519,0,0.5
147.1259922009914,-33.740668580652304,0,0.5
149.57969657594046,-34.209785906719496,0,0.5
150.37544221713762,-30.086681277738197,0,0.5
145.90241787403792,-30.45727510016954,0,0.5
141.81114271765875,-31.44400292036944,0,0.5
144.41228786595448,-33.900657867446704,0,0.5
144.83658255421963,-35.32683602762945,0,0.5
143.07661355802838,-29.410894995185714,0,0.5
145.84057758357747,-31.697977618173645,0,0.5
142.67198248831173,-32.16190415808603,0,0.5
149.80718287801875,-37.39229809814198,0,0.5
152.83898362687964,-28.447942363403364,0,0.5
151.28231087866365,-29.326863801526017,0,0.5
143.93887518077383,-31.539307292935234,0,0.5
148.45104606097456,-30.83903442571156,0,0.5
152.2907515469749,-29.471846914273115,0,0.5
146.93122812265804,-33.75655581050047,0,0.5
151.24872015517957,-29.5682042415143,0,0.5
147.02744133550723,-33.72604287925997,0,0.5
