X,Y,label,sample_weight
151.6596738324152,-29.90646603289427,0,0.5
149.7058608760055,-33.37915658837773,0,0.5
150.29524814626728,-31.48080023742576,0,0.5
144.74767098792756,-32.87805890512366,0,0.5
149.08291129379057,-29.235360547203452,0,0.5
142.07344687640565,-30.332243736005346,0,0.5
144.86605640069925,-34.92495483598217,0,0.5
144.4434758433455,-35.31655726665264,0,0.5
152.72631407607548,-29.55454971843169,0,0.5
145.8074218042771,-35.28652719710512,0,0.5
142.76563178319765,-34.24072861422453,0,0.5
148.54596009771583,-32.93372501398856,0,0.5
145.4541596147043,-33.702062411124,0,0.5
146.11327392490264,-35.90428200469726,0,0.5
150.71113193661753,-32.30020029783063,0,0.5
148.49642038357132,-32.959258480572345,0,0.5
149.74473586317706,-29.443435213145627,0,0.5
152.16702928370748,-31.620308851205632,0,0.5
143.68141447175196,-32.040376334631986,0,0.5
145.65718465754924,-31.49225784367839,0,0.5
147.06681459484918,-33.56356948946849,0,0.5
145.11870080666958,-31.76709115429916,0,0.5
146.71385599911173,-33.73038464510497,0,0.5
146.93283919937116,-31.59798147677601,0,0.5
144.52710941362625,-30.600220974790382,0,0.5
145.0651444314309,-31.460978938767038,0,0.5
144.28876879866598,-34.22764653181866,0,0.5
144.04346460440843,-33.505383869506865,0,0.5
146.6491185298903,-30.07315427255225,0,0.5
142.0511801020897,-33.589884506582756,0,0.5
152.12765236018964,-30.025520768353097,0,0.5
142.07908084603235,-29.867719493055212,0,0.5
149.59539086856583,-36.993612678102714,0,0.5
146.51716974503057,-29.778777681694592,0,0.5
150.25548758294275,-34.663612767526146,0,0.5
143.3260490130083,-33.83205036346797,0,0.5
144.59320110519593,-34.03226937459649,0,0.5
149.51139079851407,-32.63690572894399,0,0.5
146.31633432364714,-32.474619862578535,0,0.5
152.71023154915258,-30.56252430229572,0,0.5
147.49024847886284,-29.512013889177588,0,0.5
146.70280102508852,-29.450135571771817,0,0.5
147.0334346400396,-30.369715909422396,0,0.5
149.91837789361702,-33.75411378231582,0,0.5
148.10940294528095,-29.533800518355825,0,0.5
146.27901547755366,-31.60123118382154,0,0.5
147.79895179333636,-33.9623775020454,0,0.5
149.78769338272406,-32.05115479810276,0,0.5
145.64225056461856,-35.22568072322125,0,0.5
144.78192493095236,-33.12919785859488,0,0.5
143.4741463215194,-33.3793976583907,0,0.5
148.27100893411574,-30.35824758186107,0,0.5
141.03729368982601,-33.01964174385293,0,0.5
