X,Y,label,sample_weight
143.22057052268343,-32.89983972192648,0,0.5
148.8602835763237,-35.187732111987025,0,0.5
143.6394985114555,-31.45543187969091,0,0.5
146.1711130860293,-30.488710757270304,0,0.5
142.97811888370106,-33.42973163833971,0,0.5
144.02342546067177,-33.34000161326246,0,0.5
142.91330355944763,-30.177620051904302,0,0.5
149.66327677282945,-37.21120751835958,0,0.5
151.6011929880853,-30.1319638736734,0,0.5
142.04387040087855,-33.96819915722561,0,0.5
147.0884013006091,-32.220901148021866,0,0.5
143.38398168094625,-33.79217524977188,0,0.5
145.40396680336306,-29.04003126730332,0,0.5
146.5586100851487,-29.269978473792385,0,0.5
149.25667197286836,-34.97385876965636,0,0.5
149.73268466215703,-29.13802768809496,0,0.5
145.69141295115247,-33.29283636284155,0,0.5
143.83745204496694,-31.242032497617956,0,0.5
144.05281014052804,-30.0638472725307,0,0.5
148.56338398096474,-36.79409583080627,0,0.5
149.9467129178802,-36.06992057171026,0,0.5
141.1287765880436,-29.989611936677143,0,0.5
142.2743360354698,-32.38967363696638,0,0.5
145.53166887597814,-33.28254305320302,0,0.5
148.8084343897877,-36.24855077120612,0,0.5
147.03544396756072,-32.626200555432234,0,0.5
146.46414479078462,-33.55154012367221,0,0.5
141.9554291459166,-30.859431079764942,0,0.5
148.1222262944558,-34.22277454113513,0,0.5
141.22765807191496,-33.97483922491837,0,0.5
141.13026042983813,-30.988052447688933,0,0.5
142.91682830636213,-30.82705874953274,0,0.5
145.4459254942882,-30.050838988619027,0,0.5
148.17900686736542,-33.936448044453186,0,0.5
152.494750965213,-29.55595361871769,0,0.5
143.06120577576232,-34.530167202023435,0,0.5
145.91443104017216,-35.1636876929025,0,0.5
145.9176853153136,-30.059011280623434,0,0.5
144.71497270554644,-31.560143010874235,0,0.5
149.7438032878356,-35.916729742908295,0,0.5
149.11112439706733,-33.23909910383362,0,0.5
141.5891708556265,-29.403982066906266,0,0.5
147.81685871506397,-29.1638021256063,0,0.5
150.0949737931799,-30.109528463091223,0,0.5
143.56774333064484,-29.188407917732892,0,0.5
142.29986025825346,-31.986207911693775,0,0.5
151.44685466597642,-31.8601915111023,0,0.5
143.05878567117813,-31.941081713465373,0,0.5
148.25261102668776,-30.773091081823054,0,0.5
149.17122853781228,-32.11620352336489,0,0.5
144.09738621398228,-30.133492619109354,0,0.5
150.2430989608322,-32.45829097871247,0,0.5
144.28246489784956,-34.758285402004574,0,0.5
146.33968425945991,-35.93916928930338,0,0.5
141.87129262986466,-34.09951620438175,0,0.5
148.01933931792308,-34.92573527470447,0,0.5
148.69511627090702,-31.9972152536097,0,0.5
149.70520594819132,-35.99010128563653,0,0.5
148.15398069085967,-32.711220751619656,0,0.5
143.65181712587366,-29.53298736878459,0,0.5
141.00181821713966,-29.11572574773793,0,0.5
147.0505648753258,-35.095557578639784,0,0.5
151.20277613872986,-30.526082915419764,0,0.5
